client_name,client_version_from,client_version_to,release_order,num_commits,insertions,deletions,lines,files,self_driven_sdr
mversion,1.9.0,1.10.0,29,9,65,61,126,17,FALSE
mversion,1.10.0,1.10.1,30,3,5,2,7,3,FALSE
mysql2,0.0.1,0.0.2,1,14,100,52,152,17,TRUE
mysql2,0.0.2,0.0.3,2,2,26,10,36,5,TRUE
mysql2,0.0.3,0.1.0,3,4,111,14,125,8,FALSE
mysql2,0.1.0,0.1.1,4,6,80,98,178,9,TRUE
mysql2,0.1.1,0.1.2,5,7,109,133,242,11,TRUE
mysql2,0.1.2,0.2.0,6,12,339,22,361,15,FALSE
mysql2,0.2.0,0.2.1,7,4,113,13,126,7,TRUE
mysql2,0.2.1,0.2.2,8,5,123,5,128,6,TRUE
mysql2,0.2.2,0.2.3,9,18,363,44,407,19,FALSE
mysql2,0.2.3,0.2.4,10,13,1236,269,1505,32,TRUE
mysql2,0.2.4,0.3.0,11,34,456,134,590,38,TRUE
mysql2,0.3.0,0.4.0,12,4,126,23,149,13,TRUE
mysql2,0.4.0,0.5.0,13,8,331,56,387,21,FALSE
mysql2,0.5.0,0.6.0,14,5,148,12,160,8,FALSE
mysql2,0.6.0,0.7.0,15,37,1204,965,2169,41,FALSE
mysql2,0.7.0,0.8.0,16,5,826,157,983,26,FALSE
mysql2,0.8.0,0.8.1,17,2,1,6,7,3,TRUE
mysql2,0.8.1,0.8.2,18,11,618,10,628,15,FALSE
mysql2,0.8.2,0.8.3,19,5,30,19,49,5,FALSE
mysql2,0.8.3,0.8.4,20,1,21,2,23,2,FALSE
mysql2,0.8.4,0.8.5,21,2,22,2,24,3,FALSE
mysql2,0.8.5,0.8.6,22,1,12,7,19,4,FALSE
mysql2,0.8.6,0.8.7,23,3,62,11,73,6,FALSE
mysql2,0.8.7,0.8.8,24,1,14,1,15,2,FALSE
mysql2,0.8.8,0.8.9,25,1,21,2,23,2,TRUE
mysql2,0.8.9,0.8.10,26,4,102,24,126,8,FALSE
mysql2,0.8.10,0.8.11,27,1,1,1,2,1,FALSE
mysql2,0.8.11,0.8.12,28,1,3,3,6,2,FALSE
mysql2,0.8.12,0.8.13,29,10,246,30,276,16,FALSE
mysql2,0.8.13,0.8.14,30,3,31,1,32,4,TRUE
mysql2,0.8.14,0.8.15,31,2,4,4,8,2,TRUE
mysql2,0.8.15,0.8.16,32,3,35,3,38,5,TRUE
mysql2,0.8.16,0.8.17,33,4,26,8,34,5,TRUE
mysql2,0.8.17,0.8.18,34,4,104,21,125,9,TRUE
mysql2,0.8.18,0.8.19,35,5,219,72,291,10,FALSE
mysql2,0.8.19,0.8.20,36,7,100,13,113,12,FALSE
mysql2,0.8.20,0.8.21,37,4,14,7,21,5,FALSE
mysql2,0.8.21,0.9.1,38,7,294,31,325,8,FALSE
mysql2,0.9.1,0.9.2,39,4,44,8,52,7,TRUE
mysql2,0.9.2,0.10.1,40,5,58,8,66,9,FALSE
mysql2,0.10.1,0.10.2,41,2,27,2,29,4,FALSE
mysql2,0.10.2,0.10.3,42,4,54,40,94,7,TRUE
mysql2,0.10.3,0.10.4,43,13,55,31,86,13,FALSE
mysql2,0.10.4,0.10.5,44,6,51,15,66,7,FALSE
mysql2,0.10.5,0.10.6,45,11,150,11,161,15,FALSE
mysql2,0.10.6,0.10.7,46,22,1286,1022,2308,32,FALSE
mysql2,0.10.7,0.11.0,47,3,60,26,86,7,TRUE
mysql2,0.11.0,0.11.1,48,3,25,7,32,3,FALSE
mysql2,0.11.1,0.11.2,49,5,191,19,210,12,FALSE
mysql2,0.11.2,0.11.3,50,3,190,2,192,10,FALSE
mysql2,0.11.3,0.11.4,51,6,13,5,18,6,FALSE
mysql2,0.11.4,0.11.5,52,5,1523,439,1962,50,FALSE
mysql2,0.11.5,0.11.6,53,2,1,3,4,2,TRUE
mysql2,0.11.6,0.11.7,54,12,882,89,971,37,FALSE
mysql2,0.11.7,0.11.8,55,14,100,9,109,18,FALSE
mysql2,0.11.8,0.12.0,56,14,785,123,908,38,FALSE
mysql2,0.12.0,0.12.1,57,8,476,152,628,22,FALSE
mysql2,0.12.1,0.12.2,58,8,121,80,201,13,FALSE
mysql2,0.12.2,0.12.3,59,4,36,4,40,5,FALSE
mysql2,0.12.3,0.12.4,60,6,164,19,183,15,FALSE
mysql2,0.12.4,0.12.5,61,5,102,12,114,11,FALSE
mysql2,0.12.5,0.13.0,62,26,843,206,1049,53,FALSE
mysql2,0.13.0,0.14.0,63,4,31,1,32,4,FALSE
mysql2,0.14.0,0.14.1,64,32,748,292,1040,90,FALSE
mysql2,0.14.1,0.15.0,65,57,2817,675,3492,277,FALSE
mysql2,0.15.0,0.15.1,66,8,75,16,91,12,FALSE
mysql2,0.15.1,0.15.2,67,8,355,54,409,12,FALSE
mysql2,0.15.2,0.15.3,68,7,434,217,651,11,FALSE
mysql2,0.15.3,0.15.4,69,15,380,156,536,27,FALSE
mysql2,0.15.4,0.15.5,70,7,184,12,196,13,FALSE
mysql2,0.15.5,0.15.6,71,6,37,17,54,9,FALSE
mysql2,0.15.6,0.15.7,72,2,10,4,14,3,FALSE
mysql2,0.15.7,0.15.8,73,15,306,32,338,38,FALSE
mysql2,0.15.8,1.0.0-rc.1,74,127,5530,2244,7774,194,FALSE
mysql2,1.0.0-rc.1,1.0.0-rc.2,75,99,13121,11098,24219,831,FALSE
mysql2,1.0.0-rc.2,1.0.0-rc.3,76,22,827,210,1037,55,FALSE
mysql2,1.0.0-rc.3,1.0.0-rc.4,77,4,44,10,54,5,FALSE
mysql2,1.0.0-rc.4,1.0.0-rc.5,78,9,74,15,89,10,FALSE
mysql2,1.0.0-rc.5,1.0.0-rc.6,79,42,1581,497,2078,112,FALSE
mysql2,1.0.0-rc.6,1.0.0-rc.7,80,7,93,21,114,10,FALSE
mysql2,1.0.0-rc.7,1.0.0-rc.8,81,12,186,28,214,20,FALSE
mysql2,1.0.0-rc.8,1.0.0-rc.9,82,9,117,38,155,13,FALSE
mysql2,1.0.0-rc.9,1.0.0-rc.10,83,33,2023,1158,3181,85,FALSE
mysql2,1.0.0-rc.10,1.0.0-rc.11,84,16,203,57,260,22,FALSE
mysql2,1.0.0-rc.11,1.0.0-rc.12,85,50,1400,616,2016,249,FALSE
mysql2,1.0.0-rc.12,1.0.0-rc.13,86,13,218,58,276,25,FALSE
mysql2,1.0.0-rc.13,1.0.0,87,6,53684,1,53685,10,FALSE
mysql2,1.0.0,1.1.0,88,44,1509,1003,2512,155,FALSE
mysql2,1.1.0,1.1.1,89,26,502,243,745,54,FALSE
mysql2,1.1.1,1.1.2,90,107,2105,1179,3284,207,FALSE
mysql2,1.1.2,1.2.0,91,33,298,58,356,40,FALSE
mysql2,1.2.0,1.3.0,92,58,5300,3434,8734,225,FALSE
mysql2,1.3.0,1.3.1,93,7,6,6,12,6,FALSE
mysql2,1.3.1,1.3.2,94,4,120,7,127,6,TRUE
normalize-url,1.0.0,1.0.1,1,3,18,19,37,5,FALSE
normalize-url,1.0.1,1.0.2,2,2,20,10,30,4,TRUE
normalize-url,1.0.2,1.1.0,3,11,118,13,131,23,FALSE
normalize-url,1.1.0,1.2.0,4,4,41,7,48,8,FALSE
normalize-url,1.2.0,1.2.1,5,3,3,3,6,3,FALSE
normalize-url,1.2.1,1.3.0,6,3,61,17,78,7,FALSE
normalize-url,1.3.0,1.3.1,7,5,43,57,100,10,FALSE
normalize-url,1.3.1,1.4.0,8,2,2,2,4,2,FALSE
normalize-url,1.4.0,1.4.1,9,5,48,20,68,8,FALSE
normalize-url,1.4.1,1.5.0,10,4,114,73,187,11,FALSE
normalize-url,1.5.0,1.5.1,11,2,5,1,6,3,FALSE
normalize-url,1.5.1,1.5.2,12,1,1,1,2,1,TRUE
normalize-url,1.5.2,1.5.3,13,2,8,1,9,3,FALSE
normalize-url,1.5.3,1.6.0,14,2,34,3,37,4,FALSE
normalize-url,1.6.0,1.6.1,15,3,4,3,7,4,FALSE
normalize-url,1.6.1,1.7.0,16,3,73,14,87,8,FALSE
normalize-url,1.7.0,1.8.0,17,2,7,1,8,3,FALSE
normalize-url,1.8.0,1.9.0,18,2,30,1,31,4,FALSE
normalize-url,1.9.0,1.9.1,19,2,18,3,21,3,FALSE
npm-check,0.0.1,0.0.2,1,2,42,6,48,6,TRUE
npm-check,0.0.2,0.0.3,2,2,3,1,4,3,TRUE
npm-check,0.0.3,0.0.4,3,4,45,45,90,6,FALSE
npm-check,0.0.4,1.0.0,4,1,8,8,16,3,FALSE
npm-check,1.0.0,1.0.2,5,2,9,9,18,2,FALSE
npm-check,1.0.2,2.0.0,6,2,2,2,4,2,FALSE
npm-check,2.0.0,3.0.0,7,7,835,363,1198,40,FALSE
npm-check,3.0.0,3.2.1,8,7,57,63,120,13,FALSE
npm-check,3.2.1,3.2.2,9,1,1,1,2,1,TRUE
npm-check,3.2.2,3.2.3,10,9,74,60,134,11,FALSE
npm-check,3.2.3,3.2.4,11,2,10,6,16,3,TRUE
npm-check,3.2.4,3.2.5,12,2,4,2,6,2,TRUE
npm-check,3.2.5,3.2.6,13,2,2,5,7,3,TRUE
npm-check,3.2.6,3.2.7,14,8,35,18,53,11,FALSE
npm-check,3.2.7,3.2.9,15,2,25,22,47,5,FALSE
npm-check,3.2.9,3.2.10,16,2,2,2,4,2,TRUE
npm-check,3.2.10,4.0.0,17,14,551,1230,1781,54,FALSE
npm-check,4.0.0,4.0.1,18,8,69,23,92,14,TRUE
npm-check,4.0.1,4.0.2,19,5,42,30,72,10,FALSE
npm-check,4.0.2,4.0.3,20,4,26,22,48,10,TRUE
npm-check,4.0.3,4.0.4,21,4,9,10,19,6,FALSE
npm-check,4.0.4,4.1.0,22,4,27,17,44,6,FALSE
npm-check,4.1.0,4.1.1,23,3,3,3,6,3,FALSE
npm-check,4.1.1,4.1.2,24,2,5,5,10,2,TRUE
npm-check,4.1.2,4.1.3,25,7,40,21,61,11,FALSE
npm-check,4.1.3,4.1.4,26,2,3,269,272,4,FALSE
npm-check,4.1.4,5.0.1,27,12,1501,1075,2576,74,FALSE
npm-check,5.0.1,5.0.2,28,11,259,175,434,22,FALSE
npm-check,5.0.2,5.0.3,29,2,7,4,11,4,FALSE
npm-check,5.0.3,5.1.0,30,2,174,141,315,24,TRUE
npm-check,5.1.0,5.1.1,31,3,13,10,23,5,TRUE
npm-check,5.1.1,5.1.2,32,3,8,10,18,6,FALSE
npm-check,5.1.2,5.1.3,33,3,5,5,10,5,TRUE
npm-check,5.1.3,5.2.0,34,5,50,21,71,11,FALSE
npm-check,5.2.0,5.2.1,35,2,2,1,3,2,TRUE
npm-check,5.2.1,5.2.2,36,18,49,15,64,19,FALSE
npm-check,5.2.2,5.2.3,37,6,23,10,33,6,FALSE
npm-check,5.2.3,5.3.0,38,5,9,5,14,7,FALSE
npm-check,5.3.0,5.4.0,39,5,46,27,73,12,TRUE
npm-check,5.4.0,5.4.2,40,21,3870,333,4203,53,FALSE
npm-check,5.4.2,5.4.3,41,2,488,1073,1561,3,TRUE
npm-check,5.4.3,5.4.4,42,2,118,8,126,3,TRUE
npm-run-all,1.0.0,1.0.1,1,3,8,5,13,3,TRUE
npm-run-all,1.0.1,1.0.2,2,4,120,50,170,8,TRUE
npm-run-all,1.0.2,1.0.3,3,7,56,72,128,8,FALSE
npm-run-all,1.0.3,1.1.0,4,2,122,49,171,8,TRUE
npm-run-all,1.1.0,1.1.1,5,2,3,6,9,2,TRUE
npm-run-all,1.1.1,1.1.2,6,2,4,4,8,2,FALSE
npm-run-all,1.1.2,1.1.3,7,5,10,8,18,6,FALSE
npm-run-all,1.1.3,1.2.0,8,13,438,76,514,36,FALSE
npm-run-all,1.2.0,1.2.1,9,2,17,3,20,3,TRUE
npm-run-all,1.2.1,1.2.2,10,2,5,4,9,2,TRUE
npm-run-all,1.2.2,1.2.3,11,8,188,109,297,21,FALSE
npm-run-all,1.2.3,1.2.4,12,2,21,25,46,8,FALSE
npm-run-all,1.2.4,1.2.5,13,3,12,12,24,3,FALSE
npm-run-all,1.2.5,1.2.6,14,3,360,109,469,15,FALSE
npm-run-all,1.2.6,1.2.7,15,4,624,615,1239,20,FALSE
npm-run-all,1.2.7,1.2.8,16,1,1,1,2,1,TRUE
npm-run-all,1.2.8,1.2.9,17,5,50,18,68,13,FALSE
npm-run-all,1.2.9,1.2.10,18,2,1,9,10,2,TRUE
npm-run-all,1.2.10,1.2.11,19,1,1,1,2,1,TRUE
npm-run-all,1.2.11,1.2.12,20,6,70,40,110,12,FALSE
npm-run-all,1.2.12,1.2.13,21,4,125,54,179,9,FALSE
npm-run-all,1.2.13,1.2.14-beta,22,1,1153,780,1933,46,FALSE
npm-run-all,1.2.14-beta,1.3.0,23,3,150,24,174,11,TRUE
npm-run-all,1.3.0,1.3.1,24,1,10,1,11,2,TRUE
npm-run-all,1.3.1,1.3.2,25,2,83,85,168,9,FALSE
npm-run-all,1.3.2,1.3.3,26,6,100,53,153,21,FALSE
npm-run-all,1.3.3,1.3.4,27,4,7,5,12,4,FALSE
npm-run-all,1.3.4,1.4.0,28,3,90,46,136,10,FALSE
npm-run-all,1.4.0,1.5.0,29,5,131,64,195,19,FALSE
npm-run-all,1.5.0,1.5.1,30,5,38,19,57,11,FALSE
npm-run-all,1.5.1,1.5.2,31,7,100,97,197,21,FALSE
npm-run-all,1.5.2,1.5.3-0,32,1,12,5,17,2,FALSE
npm-run-all,1.5.3-0,1.5.3,33,2,4,7,11,2,TRUE
npm-run-all,1.5.3,1.6.0,34,4,41,25,66,15,FALSE
npm-run-all,1.6.0,1.7.0,35,3,343,45,388,17,FALSE
npm-run-all,1.7.0,1.8.0,36,3,654,123,777,24,FALSE
npm-run-all,1.8.0,2.0.0,37,13,5364,2260,7624,207,FALSE
npm-run-all,2.0.0,2.1.0,38,4,313,107,420,10,FALSE
npm-run-all,2.1.0,2.1.1,39,2,6,6,12,5,FALSE
npm-run-all,2.1.1,2.1.2,40,2,2,2,4,2,FALSE
npm-run-all,2.1.2,2.2.0,41,8,386,44,430,21,FALSE
npm-run-all,2.2.0,2.2.1,42,3,18,18,36,4,FALSE
npm-run-all,2.2.1,2.2.2,43,2,2,2,4,2,TRUE
npm-run-all,2.2.2,2.3.0,44,3,1126,1028,2154,63,FALSE
npm-run-all,2.3.0,3.0.0,45,10,216,111,327,25,FALSE
npm-run-all,3.0.0,3.1.0,46,4,353,53,406,28,FALSE
npm-run-all,3.1.0,3.1.1,47,5,11,11,22,11,FALSE
npm-run-all,3.1.1,3.1.2,48,6,208,157,365,24,FALSE
npm-run-all,3.1.2,4.0.0,49,15,678,556,1234,149,FALSE
npm-run-all,4.0.0,4.0.1,50,11,36,40,76,30,FALSE
npm-run-all,4.0.1,4.0.2,51,2,12,3,15,3,FALSE
postcss-mixins,0.1.0,0.1.1,1,5,14,28,42,6,FALSE
postcss-mixins,0.1.1,0.2.0,2,18,161,70,231,27,FALSE
postcss-mixins,0.2.0,0.3.0,3,13,237,151,388,21,FALSE
postcss-mixins,0.3.0,0.4.0,4,9,224,108,332,19,FALSE
postcss-mixins,0.4.0,1.0.0,5,9,193,70,263,12,FALSE
postcss-mixins,1.0.0,1.0.1,6,8,55,18,73,11,FALSE
postcss-mixins,1.0.1,1.0.2,7,7,122,115,237,16,FALSE
postcss-mixins,1.0.2,2.0.0,8,5,94,75,169,8,FALSE
postcss-mixins,2.0.0,2.1.0,9,3,86,33,119,8,TRUE
postcss-mixins,2.1.0,2.1.1,10,5,42,28,70,6,FALSE
postcss-mixins,2.1.1,3.0.0,11,10,218,222,440,20,FALSE
postcss-mixins,3.0.0,3.0.1,12,5,51,22,73,8,FALSE
postcss-mixins,3.0.1,3.0.2,13,3,17,3,20,5,FALSE
postcss-mixins,3.0.2,4.0.0,14,5,18,45,63,7,FALSE
postcss-mixins,4.0.0,4.0.1,15,8,31,143,174,11,FALSE
postcss-mixins,4.0.1,4.0.2,16,9,64,46,110,12,FALSE
postcss-mixins,4.0.2,5.0.0,17,4,10,9,19,5,FALSE
postcss-mixins,5.0.0,5.0.1,18,3,25,19,44,5,FALSE
postcss-mixins,5.0.1,5.1.0,19,4,33,19,52,10,FALSE
postcss-mixins,5.1.0,5.2.0,20,2,21,8,29,6,TRUE
postcss-mixins,5.2.0,5.3.0,21,4,34,13,47,7,FALSE
postcss-mixins,5.3.0,5.4.0,22,3,32,3,35,6,FALSE
postcss-mixins,5.4.0,5.4.1,23,13,4607,1691,6298,27,FALSE
postcss-mixins,5.4.1,6.0.0,24,6,844,866,1710,10,FALSE
preact,1.2.0,1.3.0,1,4,1269,128,1397,17,FALSE
preact,1.3.0,1.3.1,2,4,60,5,65,6,TRUE
preact,1.3.1,1.3.2,3,5,185,5,190,9,FALSE
preact,1.3.2,1.4.0,4,11,223,65,288,14,FALSE
preact,1.4.0,1.5.0,5,14,352,62,414,19,FALSE
preact,1.5.0,1.5.1,6,5,12,8,20,7,FALSE
preact,1.5.1,1.5.2,7,3,4,3,7,4,FALSE
preact,1.5.2,2.0.0,8,8,527,176,703,9,FALSE
preact,2.0.0,2.0.1,9,2,8,3,11,4,FALSE
preact,2.0.1,2.1.0,10,2,7,3,10,4,TRUE
preact,2.1.0,2.2.0,11,2,17,14,31,4,FALSE
preact,2.2.0,2.3.0,12,3,71,24,95,5,FALSE
preact,2.3.0,2.4.0,13,7,160,69,229,31,FALSE
preact,2.4.0,2.4.1,14,2,1,2,3,2,TRUE
preact,2.4.1,2.5.0,15,4,23,11,34,5,TRUE
preact,2.5.0,2.5.1,16,2,4,4,8,2,FALSE
preact,2.5.1,2.6.0,17,3,11,6,17,3,FALSE
preact,2.6.0,2.6.1,18,3,4,3,7,3,TRUE
preact,2.6.1,2.7.0,19,2,4,1,5,2,FALSE
preact,2.7.0,2.7.1,20,2,5,7,12,3,TRUE
preact,2.7.1,2.7.2,21,2,9,4,13,2,TRUE
preact,2.7.2,2.7.3,22,3,6,14,20,3,FALSE
preact,2.7.3,2.8.0,23,16,177,52,229,17,FALSE
preact,2.8.0,2.8.1,24,2,2,2,4,2,TRUE
preact,2.8.1,2.8.2,25,2,6,4,10,2,TRUE
preact,2.8.2,2.8.3,26,15,329,173,502,26,FALSE
preact,3.0.0-beta1,3.0.0-beta2,28,6,9,8,17,6,TRUE
preact,3.0.0-beta2,3.0.0-beta3,29,7,124,45,169,7,FALSE
preact,3.0.0-beta3,3.0.0-beta4,30,3,1151,1110,2261,20,TRUE
preact,3.0.0-beta4,3.0.0,31,1,1,1,2,1,TRUE
preact,3.0.0,3.0.1,32,6,26,16,42,12,TRUE
preact,3.0.1,3.0.2,33,2,4,3,7,2,FALSE
preact,3.0.2,3.1.0,34,5,55,40,95,13,TRUE
preact,3.1.0,3.2.0,35,3,14,10,24,4,TRUE
preact,3.2.0,3.3.0,36,13,278,216,494,21,FALSE
preact,3.3.0,3.4.0,37,3,35,23,58,4,FALSE
preact,3.4.0,4.0.0,38,45,1285,444,1729,59,FALSE
preact,4.0.0,4.0.1,39,6,115,23,138,7,TRUE
preact,4.0.1,4.1.0,40,6,9,8,17,7,FALSE
preact,4.1.0,4.1.1,41,2,2,2,4,2,FALSE
preact,4.1.1,4.1.2,42,13,103,32,135,17,FALSE
preact,4.1.2,4.1.3,43,2,19,5,24,4,TRUE
preact,4.1.3,4.2.0,44,3,47,4,51,6,FALSE
preact,4.2.0,4.3.0,45,4,127,21,148,5,FALSE
preact,4.3.0,4.3.1,46,2,3,4,7,2,TRUE
preact,4.3.1,4.3.2,47,4,13,5,18,5,TRUE
preact,4.3.2,4.4.0,48,6,161,22,183,8,FALSE
preact,4.4.0,4.5.0,49,5,62,19,81,9,FALSE
preact,4.5.0,4.5.1,50,10,19,22,41,11,FALSE
preact,4.5.1,4.6.0,51,13,36,26,62,16,FALSE
preact,4.6.0,4.6.1,52,3,3,3,6,3,TRUE
preact,4.6.1,4.6.2,53,3,13,13,26,3,FALSE
preact,4.6.2,4.6.3,54,2,2,2,4,2,FALSE
preact,4.6.3,4.7.0,55,10,41,42,83,15,FALSE
preact,4.7.0,4.7.1,56,4,47,20,67,6,TRUE
preact,4.7.1,4.7.2,57,2,2,3,5,2,TRUE
preact,4.7.2,4.8.0,58,19,318,93,411,27,FALSE
preact,4.8.0,5.0.0-beta1,59,28,1832,1124,2956,63,FALSE
preact,5.0.0-beta1,5.0.0-beta10,60,66,870,677,1547,100,FALSE
preact,5.0.0-beta10,5.0.0-beta11,61,4,10,6,16,5,FALSE
preact,5.0.0-beta2,5.0.0-beta3,63,4,35,12,47,5,TRUE
preact,5.0.0-beta3,5.0.0-beta4,64,3,19,8,27,3,TRUE
preact,5.0.0-beta4,5.0.0-beta5,65,7,44,56,100,7,FALSE
preact,5.0.0-beta5,5.0.0-beta6,66,13,347,325,672,21,FALSE
preact,5.0.0-beta6,5.0.0-beta7,67,7,54,56,110,14,FALSE
preact,5.0.0-beta7,5.0.0-beta8,68,8,101,29,130,14,FALSE
preact,5.0.0-beta8,5.0.0-beta9,69,2,3,3,6,2,TRUE
preact,5.0.0-beta9,5.0.1-beta.12,70,14,26,24,50,14,FALSE
preact,5.0.1-beta.12,5.0.1-beta.14,71,12,99,92,191,17,FALSE
preact,5.0.1-beta.14,5.0.1-beta.15,72,9,90,40,130,12,FALSE
preact,5.0.1-beta.15,5.1.0-beta.16,73,3,111,49,160,7,TRUE
preact,5.1.0-beta.16,5.1.0-beta.17,74,4,43,17,60,7,TRUE
preact,5.1.0-beta.17,5.1.0-beta.18,75,5,8,6,14,5,FALSE
preact,5.1.0-beta.18,5.1.0-beta.19,76,3,45,10,55,4,TRUE
preact,5.1.0-beta.19,5.1.0-beta.20,77,6,24,12,36,6,FALSE
preact,5.1.0-beta.20,5.1.0-beta.21,78,2,24,2,26,3,FALSE
preact,5.1.0-beta.21,5.1.0-beta.22,79,2,12,2,14,3,TRUE
preact,5.1.0-beta.22,5.1.0-beta.23,80,15,201,191,392,27,FALSE
preact,5.1.0-beta.23,5.1.0-beta.24,81,4,5,5,10,4,FALSE
preact,5.1.0-beta.24,5.1.0-beta.25,82,1,1,1,2,1,TRUE
preact,5.1.0-beta.25,5.1.0-beta.26,83,2,7,3,10,2,TRUE
preact,5.1.0-beta.26,5.2.0-beta.0,84,15,405,126,531,25,FALSE
preact,5.2.0-beta.0,5.3.0,85,15,267,221,488,22,FALSE
preact,5.3.0,5.3.1,86,2,6,4,10,2,TRUE
preact,5.3.1,5.3.2,87,4,44,4,48,4,FALSE
preact,5.3.2,5.4.0,88,6,88,114,202,19,TRUE
preact,5.4.0,5.4.1,89,2,24,2,26,3,FALSE
preact,5.4.1,5.5.0,90,3,61,14,75,4,TRUE
preact,5.5.0,5.6.0,91,17,189,78,267,29,FALSE
preact,5.6.0,5.7.0,92,20,609,36,645,27,FALSE
preact,5.7.0,6.0.0,93,24,145,93,238,33,FALSE
preact,6.0.0,6.0.1,94,3,3,2,5,3,FALSE
preact,6.0.1,6.0.2,95,4,24,7,31,5,FALSE
preact,6.0.2,6.1.0,96,21,218,217,435,34,FALSE
preact,6.1.0,6.2.0,97,24,208,178,386,33,FALSE
preact,6.2.0,6.2.1,98,2,2,2,4,2,TRUE
preact,6.2.1,6.3.0,99,3,78,76,154,12,FALSE
preact,6.3.0,6.4.0,100,15,836,67,903,29,FALSE
preact,6.4.0,7.0.1,101,13,194,71,265,18,FALSE
preact,7.0.1,7.0.2,102,7,22,32,54,6,FALSE
preact,7.0.2,7.0.3,103,3,5,5,10,3,FALSE
preact,7.0.3,7.1.0,104,19,377,141,518,37,FALSE
preact,7.1.0,7.2.0,105,61,1357,434,1791,137,FALSE
preact,7.2.0,7.2.1,106,38,251,104,355,57,FALSE
preact,7.2.1,8.0.0,107,60,2613,876,3489,144,FALSE
preact,8.0.0,8.0.1,108,5,407,71,478,19,TRUE
preact,8.0.1,8.1.0,109,16,1249,1511,2760,103,FALSE
prettier,0.0.1,0.0.2,1,4,210,240,450,18,TRUE
prettier,0.0.2,0.0.3,2,14,354,417,771,33,TRUE
prettier,0.0.3,0.0.4,3,31,15900,15515,31415,390,TRUE
prettier,0.0.4,0.0.5,4,26,6529,1188,7717,424,TRUE
prettier,0.0.5,0.0.6,5,61,4475,2072,6547,141,FALSE
prettier,0.0.6,0.0.7,6,11,226,146,372,36,TRUE
prettier,0.0.7,0.0.8,7,29,1461,882,2343,186,FALSE
prettier,0.0.8,0.0.9,8,27,1935,328,2263,194,FALSE
prettier,0.0.9,0.0.10,9,26,1727,688,2415,89,FALSE
prettier,0.0.10,0.11.0,10,46,1556,437,1993,146,FALSE
prettier,0.11.0,0.13.1,11,48,11361,10531,21892,2317,FALSE
prettier,0.13.1,0.14.0,12,9,5378,1335,6713,113,FALSE
prettier,0.14.0,0.14.1,13,2,145,352,497,38,TRUE
prettier,0.14.1,0.15.0,14,19,1616,369,1985,161,FALSE
prettier,0.15.0,0.16.0,15,19,1077,355,1432,110,FALSE
prettier,0.16.0,0.17.0,16,31,7838,6456,14294,127,FALSE
prettier,0.17.0,0.17.1,17,3,46,3,49,5,TRUE
prettier,0.17.1,0.18.0,18,15,699,273,972,65,FALSE
prettier,0.18.0,0.19.0,19,30,12387,10482,22869,528,FALSE
prettier,0.19.0,0.20.0,20,20,29926,216,30142,77,FALSE
prettier,0.20.0,0.21.0,21,19,1051,188,1239,56,FALSE
prettier,0.21.0,0.22.0,22,32,6301,930,7231,208,FALSE
prettier,0.22.0,1.0.0,23,123,36799,24623,61422,2229,FALSE
prettier,1.0.0,1.0.1,24,1,3,1,4,1,TRUE
prettier,1.0.1,1.0.2,25,1,2,2,4,2,TRUE
prettier,1.0.2,1.1.0,26,12,331,162,493,25,TRUE
prettier,1.1.0,1.2.0,27,26,1002,222,1224,55,FALSE
prettier,1.2.0,1.2.1,28,2,35,12,47,6,TRUE
prettier,1.2.1,1.2.2,29,2,21,4,25,6,TRUE
prettier,1.2.2,1.3.0,30,48,11600,4851,16451,286,FALSE
prettier,1.3.0,1.3.1,31,7,1249,195,1444,42,TRUE
protobufjs,0.0.0,0.9.1,1,1,18,13,31,8,FALSE
protobufjs,0.9.1,0.9.3,2,1,18,13,31,8,TRUE
protobufjs,0.9.3,0.9.4,3,1,18,13,31,8,TRUE
protobufjs,0.9.4,0.9.5,4,1,18,13,31,8,FALSE
protobufjs,0.9.5,0.9.6,5,1,18,13,31,8,TRUE
protobufjs,0.9.6,0.9.7,6,1,18,13,31,8,FALSE
protobufjs,0.9.7,0.9.8,7,1,18,13,31,8,FALSE
protobufjs,0.9.8,0.9.9,8,1,18,13,31,8,FALSE
protobufjs,0.9.9,0.9.10,9,1,18,13,31,8,TRUE
protobufjs,0.9.10,0.9.11,10,1,18,13,31,8,TRUE
protobufjs,0.9.11,0.9.12,11,1,18,13,31,8,TRUE
protobufjs,0.9.12,0.9.13,12,1,18,13,31,8,TRUE
protobufjs,0.9.13,0.10.0,13,1,18,13,31,8,TRUE
protobufjs,0.10.0,0.11.0,14,1,18,13,31,8,TRUE
protobufjs,0.11.0,0.11.1,15,1,18,13,31,8,TRUE
protobufjs,0.11.1,0.11.2,16,1,18,13,31,8,TRUE
protobufjs,0.11.2,0.12.0,17,1,18,13,31,8,TRUE
protobufjs,0.12.0,0.12.1,18,1,18,13,31,8,TRUE
protobufjs,0.12.1,0.12.2,19,1,18,13,31,8,FALSE
protobufjs,0.12.2,0.12.3,20,1,18,13,31,8,FALSE
protobufjs,0.12.3,0.12.4,21,1,18,13,31,8,FALSE
protobufjs,0.12.4,0.12.5,22,1,18,13,31,8,TRUE
protobufjs,0.12.5,0.12.6,23,1,18,13,31,8,TRUE
protobufjs,0.12.6,0.12.7,24,1,18,13,31,8,TRUE
protobufjs,0.12.7,0.12.8,25,1,18,13,31,8,FALSE
