client_name,client_version_from,client_version_to,release_order,num_commits,insertions,deletions,lines,files,self_driven_sdr
graceful-fs,1.1.10,1.1.11,14,3,38,6,44,3,FALSE
graceful-fs,1.1.11,1.1.12,15,2,4,2,6,2,TRUE
graceful-fs,1.1.12,1.1.13,16,2,1,6,7,3,TRUE
graceful-fs,1.1.13,1.1.14,17,2,3,3,6,2,FALSE
graceful-fs,1.1.14,1.2.0,18,1,1,1,2,1,FALSE
graceful-fs,1.2.0,1.2.1,19,4,58,12,70,6,FALSE
graceful-fs,1.2.1,1.2.2,20,3,243,38,281,4,FALSE
graceful-fs,1.2.2,1.2.3,21,3,85,2,87,3,FALSE
graceful-fs,1.2.3,2.0.0,22,5,346,573,919,7,TRUE
graceful-fs,2.0.0,2.0.1,23,4,14,14,28,4,FALSE
graceful-fs,2.0.1,2.0.2,24,2,24,1,25,3,FALSE
graceful-fs,2.0.2,2.0.3,25,2,1,2,3,2,FALSE
graceful-fs,2.0.3,3.0.0,26,2,10,7,17,6,FALSE
graceful-fs,3.0.0,3.0.1,27,4,20,4,24,4,FALSE
graceful-fs,3.0.1,3.0.2,28,2,36,9,45,2,FALSE
graceful-fs,3.0.2,3.0.3,29,2,33,12,45,4,FALSE
graceful-fs,3.0.3,3.0.4,30,5,131,34,165,6,FALSE
graceful-fs,3.0.4,3.0.5,31,2,2,2,4,2,FALSE
graceful-fs,3.0.5,3.0.6,32,2,2,2,4,2,FALSE
graceful-fs,3.0.6,3.0.7,33,2,14,26,40,3,FALSE
graceful-fs,3.0.7,3.0.8,34,2,7,5,12,5,FALSE
graceful-fs,3.0.8,3.0.9,35,43,2104,1388,3492,89,FALSE
graceful-fs,3.0.9,3.0.10,36,2,5,5,10,2,FALSE
graceful-fs,3.0.10,3.0.11,37,1,1,1,2,1,FALSE
graceful-fs,4.1.0,4.1.1,39,5,158,45,203,7,TRUE
graceful-fs,4.1.1,4.1.2,40,2,8,2,10,2,TRUE
graceful-fs,4.1.2,4.1.3,41,5,34,5,39,6,FALSE
graceful-fs,4.1.3,4.1.4,42,3,86,7,93,3,FALSE
graceful-fs,4.1.4,4.1.5,43,5,95,19,114,5,FALSE
graceful-fs,4.1.5,4.1.6,44,2,5,5,10,2,FALSE
graceful-fs,4.1.6,4.1.7,45,2,64,1,65,3,FALSE
graceful-fs,4.1.7,4.1.8,46,2,10,1,11,3,TRUE
graceful-fs,4.1.8,4.1.9,47,6,141,18,159,7,FALSE
graceful-fs,4.1.9,4.1.10,48,2,16,4,20,2,FALSE
graceful-fs,4.1.10,4.1.11,49,2,46,3,49,3,FALSE
gray-matter,0.1.0,0.2.0,1,1,112,32,144,8,FALSE
gray-matter,0.2.0,0.2.1,2,1,63,30,93,8,TRUE
gray-matter,0.2.1,0.2.3,3,2,144,61,205,10,TRUE
gray-matter,0.2.3,0.2.4,4,1,32,3,35,4,FALSE
gray-matter,0.2.4,0.2.5,5,1,6,7,13,4,TRUE
gray-matter,0.2.5,0.2.6,6,1,145,22,167,5,TRUE
gray-matter,0.2.6,0.2.8,7,4,32,10,42,8,FALSE
gray-matter,0.2.8,0.3.1,8,15,408,142,550,37,FALSE
gray-matter,0.3.1,0.3.4,9,3,111,47,158,16,FALSE
gray-matter,0.3.4,0.3.5,10,1,2,2,4,1,FALSE
gray-matter,0.3.5,0.4.0,11,2,8,9,17,6,FALSE
gray-matter,0.4.0,0.4.1,12,1,53,48,101,10,FALSE
gray-matter,0.4.1,0.4.2,13,1,13,7,20,4,TRUE
gray-matter,0.4.2,0.5.0,14,2,916,778,1694,57,FALSE
gray-matter,0.5.0,0.5.1,15,2,523,259,782,18,FALSE
gray-matter,0.5.1,0.5.2,16,1,184,214,398,21,FALSE
gray-matter,0.5.2,0.5.3,17,1,2,2,4,1,TRUE
gray-matter,0.5.3,0.6.0,18,9,1832,1558,3390,83,FALSE
gray-matter,0.6.0,0.6.1,19,2,8,40,48,6,FALSE
gray-matter,0.6.1,0.6.2,20,1,51,0,51,2,FALSE
gray-matter,0.6.2,1.0.0,21,4,403,167,570,14,TRUE
gray-matter,1.0.0,1.0.1,22,1,2,2,4,2,TRUE
gray-matter,1.0.1,1.0.2,23,3,40,42,82,6,FALSE
gray-matter,1.0.2,1.1.0,24,14,387,618,1005,34,FALSE
gray-matter,1.1.0,1.1.1,25,3,25,6,31,4,TRUE
gray-matter,1.1.1,1.1.2,26,4,144,41,185,7,TRUE
gray-matter,1.1.2,1.2.0,27,14,1404,193,1597,34,FALSE
gray-matter,1.2.0,1.2.1,28,2,10,2,12,3,TRUE
gray-matter,1.2.1,1.2.2,29,3,63,32,95,13,TRUE
gray-matter,1.2.2,1.2.3,30,4,66,3,69,6,FALSE
gray-matter,1.2.3,1.2.4,31,2,19,3,22,4,FALSE
gray-matter,1.2.4,1.2.5,32,1,89,95,184,20,FALSE
gray-matter,1.2.5,1.2.6,33,3,48,49,97,20,FALSE
gray-matter,1.2.6,1.3.0,34,1,2,2,4,1,FALSE
gray-matter,1.3.0,2.0.0,35,9,63,40,103,18,FALSE
gray-matter,2.0.0,2.0.1,36,1,2,2,4,1,FALSE
gray-matter,2.0.1,2.0.2,37,13,457,270,727,32,FALSE
gray-matter,2.0.2,2.1.0,38,7,201,250,451,19,FALSE
gray-matter,2.1.0,2.1.1,39,6,62,18,80,8,FALSE
grunt-contrib-nodeunit,0.1.0,0.1.1,1,13,124,40,164,18,FALSE
grunt-contrib-nodeunit,0.1.1,0.1.2-rc5,2,31,479,145,624,74,FALSE
grunt-contrib-nodeunit,0.1.2,0.2.0,5,6,29,24,53,13,FALSE
grunt-contrib-nodeunit,0.2.0,0.2.1,6,3,43,14,57,8,FALSE
grunt-contrib-nodeunit,0.2.1,0.2.2,7,3,21,5,26,6,FALSE
grunt-contrib-nodeunit,0.2.2,0.3.0,8,11,239,55,294,24,FALSE
grunt-contrib-nodeunit,0.3.0,0.3.1,9,2,94,10,104,8,FALSE
grunt-contrib-nodeunit,0.3.1,0.3.2,10,3,105,5,110,8,FALSE
grunt-contrib-nodeunit,0.3.2,0.3.3,11,3,17,1,18,3,FALSE
grunt-contrib-nodeunit,0.3.3,0.4.0,12,7,52,14,66,13,FALSE
grunt-contrib-nodeunit,0.4.0,0.4.1,13,3,16,2,18,3,FALSE
grunt-contrib-nodeunit,0.4.1,1.0.0,14,35,321,210,531,66,FALSE
grunt-mocha-cov,0.0.1,0.0.2,1,4,919,30,949,30,TRUE
grunt-mocha-cov,0.0.2,0.0.3,2,1,15,2,17,2,TRUE
grunt-mocha-cov,0.0.3,0.0.4,3,4,94,8,102,8,FALSE
grunt-mocha-cov,0.0.4,0.0.5,4,3,40,19,59,5,FALSE
grunt-mocha-cov,0.0.5,0.0.6,5,2,58,4,62,6,TRUE
grunt-mocha-cov,0.0.6,0.0.7,6,2,320,197,517,11,FALSE
grunt-mocha-cov,0.0.7,0.1.0,7,10,267,261,528,14,FALSE
grunt-mocha-cov,0.1.0,0.1.1,8,2,40,5,45,5,FALSE
grunt-mocha-cov,0.1.1,0.2.0,9,6,753,357,1110,19,FALSE
grunt-mocha-cov,0.2.0,0.2.1,10,5,28,29,57,7,FALSE
grunt-mocha-cov,0.2.1,0.3.0,11,1,338,200,538,5,FALSE
grunt-mocha-cov,0.3.0,0.4.0,12,10,941,638,1579,30,FALSE
grunt,0.1.0,0.1.1,1,2,34,17,51,3,FALSE
grunt,0.1.1,0.1.2,2,2,10,5,15,3,TRUE
grunt,0.1.2,0.2.0,3,24,1389,409,1798,81,FALSE
grunt,0.2.0,0.2.1,4,3,132,87,219,16,TRUE
grunt,0.2.1,0.2.2,5,1,3,1,4,3,TRUE
grunt,0.2.2,0.2.3,6,4,49,37,86,16,TRUE
grunt,0.2.3,0.2.4,7,3,58,18,76,4,TRUE
grunt,0.2.4,0.2.5,8,16,11911,155,12066,36,FALSE
grunt,0.2.5,0.2.6,9,4,60,44,104,7,TRUE
grunt,0.2.6,0.2.7,10,2,5,9,14,2,TRUE
grunt,0.2.7,0.2.8,11,4,17,15,32,6,TRUE
grunt,0.2.8,0.2.9,12,5,32,13,45,6,TRUE
grunt,0.2.9,0.2.10,13,3,106,96,202,3,TRUE
grunt,0.2.10,0.2.11,14,3,22,16,38,6,TRUE
grunt,0.2.11,0.2.12,15,11,106,29,135,16,TRUE
grunt,0.2.12,0.2.13,16,4,94,2,96,4,TRUE
grunt,0.2.13,0.2.14,17,17,359,133,492,25,FALSE
grunt,0.2.14,0.2.15,18,62,1172,639,1811,97,FALSE
grunt,0.2.15,0.3.0,19,380,9273,5879,15152,770,FALSE
grunt,0.3.0,0.3.1,20,23,374,159,533,45,FALSE
grunt,0.3.1,0.3.2,21,6,688,523,1211,11,TRUE
grunt,0.3.2,0.3.3,22,8,183,21,204,9,TRUE
grunt,0.3.3,0.3.4,23,7,55,22,77,9,TRUE
grunt,0.3.4,0.3.5,24,18,121,77,198,29,FALSE
grunt,0.3.5,0.3.6,25,14,107,74,181,25,FALSE
grunt,0.3.6,0.3.7,26,8,179,27,206,17,FALSE
grunt,0.3.7,0.3.8,27,22,783,749,1532,77,FALSE
grunt,0.3.8,0.3.9,28,5,29,11,40,6,FALSE
grunt,0.3.9,0.3.10,29,1,4,3,7,2,FALSE
grunt,0.3.10,0.3.11,30,2,103,42,145,10,FALSE
grunt,0.3.11,0.3.12,31,159,4336,2150,6486,516,FALSE
grunt,0.3.12,0.3.13-a,32,34,1621,1156,2777,89,FALSE
grunt,0.3.13-a,0.3.13,33,1,3,3,6,1,TRUE
grunt,0.3.13,0.3.14,34,3,31,5,36,3,FALSE
grunt,0.3.14,0.3.15,35,9,374,877,1251,65,FALSE
grunt,0.3.15,0.3.16,36,42,1396,678,2074,187,FALSE
grunt,0.3.16,0.3.17,37,19,144,15293,15437,96,FALSE
grunt,0.3.17,0.4.0-a,38,60,1408,2000,3408,118,FALSE
grunt,0.4.0-a,0.4.0-rc1,39,6,120,599,719,14,FALSE
grunt,0.4.0-rc1,0.4.0-rc2,40,4,169,2437,2606,26,FALSE
grunt,0.4.0-rc2,0.4.0-rc3,41,10,43,241,284,19,FALSE
grunt,0.4.0-rc3,0.4.0-rc4,42,11,135,150,285,21,FALSE
grunt,0.4.0-rc4,0.4.0-rc5,43,23,854,504,1358,40,FALSE
grunt,0.4.0-rc5,0.4.0-rc6,44,2,4,4,8,2,FALSE
grunt,0.4.0-rc6,0.4.0-rc7,45,2,15,4,19,6,FALSE
grunt,0.4.0-rc7,0.4.0-rc8,46,3,5,7,12,5,FALSE
grunt,0.4.0-rc8,0.4.0,47,6,63,68,131,8,FALSE
grunt,0.4.0,0.4.1,48,17,369,118,487,41,FALSE
grunt,0.4.1,0.4.2,49,31,467,377,844,50,FALSE
grunt,0.4.2,0.4.3,50,25,413,659,1072,61,FALSE
grunt,0.4.3,0.4.4,51,2,23,8,31,4,FALSE
grunt,0.4.4,0.4.5,52,19,165,617,782,27,FALSE
grunt,0.4.5,1.0.0-rc1,53,87,620,399,1019,182,FALSE
grunt,1.0.0-rc1,1.0.0,54,23,162,498,660,63,FALSE
grunt,1.0.0,1.0.1,55,5,24,8,32,9,TRUE
gulp-cache,0.0.1,0.0.2,1,3,209,185,394,9,TRUE
gulp-cache,0.0.2,0.0.3,2,2,7,7,14,4,TRUE
gulp-cache,0.0.3,0.0.4,3,4,14,14,28,8,TRUE
gulp-cache,0.0.4,0.0.5,4,3,5,3,8,3,FALSE
gulp-cache,0.0.5,0.1.0,5,2,854,158,1012,12,TRUE
gulp-cache,0.1.0,0.1.1,6,2,3,3,6,2,TRUE
gulp-cache,0.1.1,0.1.2,7,5,187,21,208,11,FALSE
gulp-cache,0.1.2,0.1.3,8,3,145,35,180,5,FALSE
gulp-cache,0.1.3,0.1.4,9,6,53,24,77,7,FALSE
gulp-cache,0.1.4,0.1.5,10,1,11,5,16,1,TRUE
gulp-cache,0.1.5,0.1.6,11,3,23,3,26,3,TRUE
gulp-cache,0.1.6,0.1.8,12,4,146,38,184,6,FALSE
gulp-cache,0.1.8,0.1.9,13,4,66,119,185,8,TRUE
gulp-cache,0.1.9,0.1.10,14,3,33,20,53,4,FALSE
gulp-cache,0.1.10,0.1.11,15,1,14,4,18,3,TRUE
gulp-cache,0.1.11,0.2.0,16,4,7,7,14,5,FALSE
gulp-cache,0.2.0,0.2.1,17,1,3,3,6,1,FALSE
gulp-cache,0.2.1,0.2.2,18,3,57,14,71,4,FALSE
gulp-cache,0.2.2,0.2.3,19,4,16,2,18,8,FALSE
gulp-cache,0.2.3,0.2.4,20,1,1,1,2,1,TRUE
gulp-cache,0.2.4,0.2.5,21,12,89,67,156,18,FALSE
gulp-cache,0.2.5,0.2.6,22,9,408,672,1080,22,FALSE
gulp-cache,0.2.6,0.2.7,23,3,69,89,158,7,FALSE
gulp-cache,0.2.7,0.2.8,24,4,149,67,216,5,FALSE
gulp-cache,0.2.8,0.2.9,25,7,884,893,1777,16,FALSE
gulp-cache,0.2.9,0.2.10,26,3,15,43,58,4,FALSE
gulp-cache,0.2.10,0.3.0,27,4,61,56,117,5,FALSE
gulp-cache,0.3.0,0.4.0,28,6,24,24,48,8,FALSE
gulp-cache,0.4.0,0.4.1,29,3,31,32,63,3,FALSE
gulp-cache,0.4.1,0.4.2,30,3,9,10,19,4,FALSE
gulp-cache,0.4.2,0.4.3,31,5,23,19,42,9,FALSE
gulp-cache,0.4.3,0.4.4,32,3,125,7,132,7,FALSE
gulp-cache,0.4.4,0.4.5,33,4,152,10,162,7,FALSE
gulp-cache,0.4.5,0.4.6,34,2,2,2,4,2,FALSE
gulp-coffeelint,0.0.1,0.0.2,1,6,15,75,90,13,TRUE
gulp-coffeelint,0.0.2,0.1.0,2,13,242,63,305,24,FALSE
gulp-coffeelint,0.1.0,0.1.1,3,7,103,23,126,8,FALSE
gulp-coffeelint,0.1.1,0.1.2,4,5,37,20,57,7,FALSE
gulp-coffeelint,0.1.2,0.2.0,5,12,882,278,1160,27,FALSE
gulp-coffeelint,0.2.0,0.2.1,6,5,41,26,67,14,FALSE
gulp-coffeelint,0.2.1,0.2.2,7,3,20,15,35,4,FALSE
gulp-coffeelint,0.2.2,0.3.0,8,5,233,57,290,11,FALSE
gulp-coffeelint,0.3.0,0.3.1,9,2,11,1,12,3,TRUE
gulp-coffeelint,0.3.1,0.3.2,10,6,64,12,76,8,FALSE
gulp-coffeelint,0.3.2,0.3.3,11,4,35,12,47,6,FALSE
gulp-coffeelint,0.3.3,0.3.4,12,5,47,41,88,7,FALSE
gulp-coffeelint,0.3.4,0.4.0,13,8,485,57,542,17,FALSE
gulp-coffeelint,0.4.0,0.5.0,14,14,1407,236,1643,30,FALSE
gulp-coffeelint,0.5.0,0.6.0,15,24,38,38,76,26,FALSE
gulp-csso,0.1.0,0.1.1,1,4,6,4,10,4,FALSE
gulp-csso,0.1.1,0.1.2,2,4,39,6,45,5,FALSE
gulp-csso,0.1.2,0.1.3,3,2,43,23,66,3,FALSE
gulp-csso,0.1.3,0.1.4,4,2,3,3,6,3,TRUE
gulp-csso,0.1.4,0.1.5,5,2,35,10,45,4,FALSE
gulp-csso,0.1.5,0.1.6,6,4,37,8,45,5,TRUE
gulp-csso,0.1.6,0.1.7,7,2,3,4,7,4,FALSE
gulp-csso,0.1.7,0.1.8,8,2,2,2,4,2,FALSE
gulp-csso,0.1.8,0.2.0,9,2,116,10,126,4,FALSE
gulp-csso,0.2.0,0.2.1,10,2,1,13,14,2,TRUE
gulp-csso,0.2.1,0.2.2,11,2,8,9,17,3,FALSE
gulp-csso,0.2.2,0.2.3,12,4,16,6,22,4,FALSE
gulp-csso,0.2.3,0.2.4,13,3,3,3,6,3,FALSE
gulp-csso,0.2.4,0.2.5,14,2,2,2,4,2,FALSE
gulp-csso,0.2.5,0.2.6,15,2,7,7,14,2,FALSE
gulp-csso,0.2.6,0.2.7,16,2,2,2,4,2,FALSE
gulp-csso,0.2.7,0.2.8,17,2,5,9,14,3,FALSE
gulp-csso,0.2.8,0.2.9,18,2,2,2,4,2,FALSE
gulp-csso,0.2.9,1.0.0,19,6,43,82,125,10,FALSE
gulp-csso,1.0.0,1.0.1,20,5,100,119,219,16,FALSE
gulp-csso,1.0.1,1.1.0,21,6,388,37,425,15,FALSE
gulp-csso,1.1.0,2.0.0,22,3,15,13,28,6,FALSE
gulp-csso,2.0.0,3.0.0,23,5,9,5,14,6,FALSE
gulp-mocha,0.1.0,0.1.1,1,4,29,17,46,6,FALSE
gulp-mocha,0.1.1,0.1.2,2,2,6,1,7,2,FALSE
gulp-mocha,0.1.2,0.1.3,3,6,8,5,13,6,FALSE
gulp-mocha,0.1.3,0.2.0,4,4,30,23,53,7,TRUE
gulp-mocha,0.2.0,0.3.0,5,4,113,81,194,6,FALSE
gulp-mocha,0.3.0,0.4.0,6,3,100,96,196,9,FALSE
gulp-mocha,0.4.0,0.4.1,7,5,26,7,33,5,FALSE
gulp-mocha,0.4.1,0.5.0,8,12,151,39,190,15,FALSE
gulp-mocha,0.5.0,0.5.1,9,2,1,3,4,2,FALSE
gulp-mocha,0.5.1,0.5.2,10,2,1,3,4,2,FALSE
gulp-mocha,0.5.2,1.0.0,11,2,16,14,30,3,FALSE
gulp-mocha,1.0.0,1.1.0,12,8,126,135,261,19,FALSE
gulp-mocha,1.1.0,1.1.1,13,5,93,26,119,10,FALSE
gulp-mocha,1.1.1,1.1.2,14,7,7,7,14,7,FALSE
gulp-mocha,1.1.2,2.0.0,15,2,2,2,4,2,TRUE
gulp-mocha,2.0.0,2.0.1,16,14,73,54,127,15,FALSE
gulp-mocha,2.0.1,2.1.0,17,6,42,26,68,18,FALSE
gulp-mocha,2.1.0,2.1.1,18,2,2,2,4,2,FALSE
gulp-mocha,2.1.1,2.1.2,19,3,8,8,16,4,FALSE
gulp-mocha,2.1.2,2.1.3,20,6,105,36,141,8,FALSE
gulp-mocha,2.1.3,2.2.0,21,4,8,3,11,4,FALSE
gulp-mocha,2.2.0,3.0.0,22,9,62,68,130,16,FALSE
gulp-mocha,3.0.0,3.0.1,23,2,7,1,8,2,FALSE
gulp-mocha,3.0.1,4.0.0,24,3,263,406,669,23,FALSE
gulp-mocha,4.0.0,4.0.1,25,3,10,6,16,4,TRUE
gulp-mocha,4.0.1,4.1.0,26,5,34,21,55,7,FALSE
gulp-mocha,4.1.0,4.2.0,27,3,5,3,8,3,FALSE
gulp-mocha,4.2.0,4.3.0,28,2,7,2,9,2,FALSE
gulp-mocha,4.3.0,4.3.1,29,5,132,103,235,16,FALSE
gulp-postcss,0.0.1,0.0.2,1,3,198,29,227,10,TRUE
gulp-postcss,0.0.2,1.0.0,2,1,1,1,2,1,TRUE
gulp-postcss,1.0.0,1.0.1,3,1,21,4,25,4,TRUE
gulp-postcss,1.0.1,1.0.2,4,3,36,34,70,4,TRUE
gulp-postcss,1.0.2,2.0.0,5,9,87,24,111,16,FALSE
gulp-postcss,2.0.0,2.0.1,6,7,121,23,144,13,FALSE
gulp-postcss,2.0.1,3.0.0,7,2,8,5,13,4,TRUE
gulp-postcss,3.0.0,4.0.0,8,3,7,12,19,4,FALSE
gulp-postcss,4.0.0,4.0.1,9,1,8,2,10,2,FALSE
gulp-postcss,4.0.1,4.0.2,10,3,12,8,20,4,FALSE
gulp-postcss,4.0.2,4.0.3,11,3,75,5,80,7,FALSE
gulp-postcss,4.0.3,5.0.0,12,7,129,78,207,15,FALSE
gulp-postcss,5.0.0,5.0.1,13,3,28,6,34,8,FALSE
gulp-postcss,5.0.1,5.1.0,14,9,280,18,298,19,FALSE
gulp-postcss,5.1.0,5.1.1,15,4,70,13,83,7,FALSE
gulp-postcss,5.1.1,5.1.2,16,1,7,4,11,2,FALSE
gulp-postcss,5.1.2,5.1.3,17,1,5,4,9,2,TRUE
gulp-postcss,5.1.3,5.1.4,18,5,19,27,46,10,FALSE
gulp-postcss,5.1.4,5.1.5,19,1,2,2,4,1,FALSE
gulp-postcss,5.1.5,5.1.6,20,1,6,4,10,4,FALSE
gulp-postcss,5.1.6,5.1.7,21,2,8,5,13,3,FALSE
gulp-postcss,5.1.7,5.1.8,22,2,18,4,22,6,FALSE
gulp-postcss,5.1.8,5.1.9,23,5,16,5,21,6,FALSE
gulp-postcss,5.1.9,5.1.10,24,2,9,4,13,3,FALSE
gulp-postcss,5.1.10,6.0.0,25,2,12,6,18,6,FALSE
gulp-postcss,6.0.0,6.0.1,26,3,116,1,117,6,FALSE
gulp-postcss,6.0.1,6.1.0,27,6,53,9,62,8,FALSE
gulp-postcss,6.1.0,6.1.1,28,7,82,32,114,10,FALSE
gulp-postcss,6.1.1,6.2.0,29,3,10,7,17,8,FALSE
gulp-postcss,6.2.0,6.3.0,30,17,804,209,1013,36,FALSE
gulp-postcss,6.3.0,6.4.0,31,5,388,79,467,11,FALSE
gulp-postcss,6.4.0,7.0.0,32,9,130,55,185,18,FALSE
hiredis,0.1.6,0.1.8,7,7,29,15,44,8,FALSE
hiredis,0.1.8,0.1.9,8,2,9,3,12,3,FALSE
hiredis,0.1.9,0.1.10,9,5,84,75,159,7,FALSE
hiredis,0.1.10,0.1.12,10,5,18,27,45,9,FALSE
hiredis,0.1.12,0.1.13,11,2,8,3,11,2,FALSE
hiredis,0.1.13,0.1.14,12,3,29,2,31,3,FALSE
hiredis,0.1.14,0.1.15,13,32,354,165,519,52,FALSE
hiredis,0.1.15,0.1.16,14,14,147,83,230,20,FALSE
hiredis,0.1.16,0.1.17,15,17,119,88,207,25,FALSE
hiredis,0.1.17,0.2.0,16,13,105,41,146,17,FALSE
hiredis,0.2.0,0.3.0,17,9,78,20,98,18,FALSE
hiredis,0.3.0,0.4.0,18,7,14,20,34,8,FALSE
hiredis,0.4.0,0.4.1,19,5,147,141,288,14,FALSE
hiredis,0.4.1,0.5.0,20,28,79,57,136,31,FALSE
history,0.1.0,1.0.0,1,120,18734,15447,34181,577,FALSE
history,1.0.0,1.1.0,2,16,69,60,129,22,FALSE
history,1.1.0,1.2.0,3,18,747,458,1205,48,FALSE
history,1.2.0,1.2.1,4,4,23,25,48,8,TRUE
history,1.2.1,1.2.2,5,3,20,32,52,7,TRUE
history,1.2.2,1.3.0,6,3,919,151,1070,14,TRUE
history,1.3.0,1.3.1,7,3,8,5,13,5,TRUE
history,1.3.1,1.3.2,8,2,11,19,30,4,TRUE
history,1.3.2,1.3.3,9,2,7,1,8,2,TRUE
history,1.3.3,1.4.0,10,7,189,143,332,11,FALSE
history,1.4.0,1.4.1,11,25,410,323,733,49,FALSE
history,1.4.1,1.5.0,12,4,38,47,85,7,TRUE
history,1.5.0,1.6.0,13,5,153,79,232,12,TRUE
history,1.6.0,1.7.0,14,4,494,217,711,15,TRUE
history,1.7.0,1.8.0,15,2,243,145,388,13,TRUE
history,1.8.0,1.8.1,16,4,30,25,55,6,FALSE
history,1.8.1,1.8.2,17,3,149,10,159,10,FALSE
history,1.8.2,1.8.3,18,2,1,2,3,2,TRUE
history,1.8.3,1.8.4,19,2,9,9,18,7,TRUE
history,1.8.4,1.8.5,20,11,1030,997,2027,75,FALSE
history,1.8.5,1.9.0,21,9,64,2205,2269,17,FALSE
history,1.9.0,1.9.1,22,6,45,19,64,21,FALSE
history,1.9.1,1.10.0,23,7,149,8,157,12,FALSE
history,1.10.0,1.10.1,24,2,2,1,3,2,TRUE
history,1.10.1,1.10.2,25,5,36,26,62,8,FALSE
history,1.10.2,1.11.0,26,11,211,111,322,21,TRUE
history,1.11.0,1.11.1,27,12,64,63,127,15,FALSE
history,1.11.1,1.12.0,28,8,190,56,246,26,FALSE
history,1.12.0,1.12.1,29,11,126,156,282,20,TRUE
history,1.12.1,1.12.2,30,6,174,112,286,10,TRUE
history,1.12.2,1.12.3,31,12,343,40,383,27,FALSE
history,1.12.3,1.12.4,32,8,50,19,69,14,FALSE
history,1.12.4,1.12.5,33,8,206,146,352,17,FALSE
history,1.12.5,1.12.6,34,16,97,33,130,25,FALSE
history,1.12.6,1.13.0,35,16,91,59,150,20,FALSE
history,1.13.0,1.13.1,36,47,1861,838,2699,131,FALSE
history,1.13.1,1.14.0,37,34,1714,518,2232,136,FALSE
history,1.14.0,1.15.0,38,12,257,76,333,24,FALSE
history,1.15.0,1.16.0,39,7,108,37,145,15,FALSE
history,1.16.0,1.17.0,40,10,97,59,156,19,FALSE
history,1.17.0,2.0.0-rc1,41,5,38,8,46,6,FALSE
history,2.0.0-rc1,2.0.0-rc2,42,4,106,33,139,10,FALSE
history,2.0.0-rc2,2.0.0-rc3,43,21,332,71,403,35,FALSE
history,2.0.0-rc3,2.0.0,44,9,91,42,133,22,TRUE
history,2.0.0,2.0.1,45,17,311,318,629,43,FALSE
history,2.0.1,2.0.2,46,37,1744,2327,4071,174,FALSE
history,2.0.2,2.1.0,47,1,1237,1154,2391,50,FALSE
history,2.1.0,2.1.1,48,14,247,152,399,26,FALSE
history,2.1.1,2.1.2,49,20,120,91,211,31,FALSE
history,3.0.0-0,3.0.0-1,51,19,124,179,303,28,FALSE
history,3.0.0-1,3.0.0-2,52,3,11,3,14,3,TRUE
history,3.0.0-2,3.0.0,53,31,364,161,525,55,FALSE
history,3.0.0,3.1.0,54,61,1049,674,1723,99,FALSE
history,3.1.0,3.2.0,55,3,6,3,9,3,TRUE
history,3.2.0,3.2.1,56,3,71,57,128,3,TRUE
history,3.2.1,3.3.0,57,119,4711,5415,10126,365,FALSE
history,4.0.0-0,4.0.0-1,59,13,393,151,544,42,FALSE
history,4.0.0-1,4.0.0-2,60,16,437,349,786,51,FALSE
history,4.0.0-2,4.0.0,61,12,272,67,339,26,TRUE
history,4.0.0,4.0.1,62,4,4,4,8,4,FALSE
history,4.0.1,4.1.0,63,5,68,4,72,12,FALSE
history,4.1.0,4.2.0,64,4,38,17,55,8,TRUE
history,4.2.0,4.2.1,65,6,145,17,162,8,FALSE
history,4.2.1,4.3.0,66,6,106,24,130,21,TRUE
history,4.3.0,4.4.0,67,6,16,36,52,7,FALSE
history,4.4.0,4.4.1,68,4,25,7,32,6,FALSE
history,4.4.1,4.5.0,69,5,138,12,150,9,FALSE
history,4.5.0,4.5.1,70,4,19,9,28,5,FALSE
history,4.5.1,4.6.0,71,24,4548,184,4732,60,FALSE
history,4.6.0,4.6.1,72,3,86,28,114,8,FALSE
hubot,1.0.0,1.0.2,1,7,13,64,77,14,TRUE
hubot,1.0.2,1.0.3,2,23,338,83,421,41,TRUE
hubot,1.0.3,1.0.4,3,17,504,32,536,34,TRUE
hubot,1.0.4,1.0.5,4,1,9,7,16,4,TRUE
hubot,1.0.5,1.0.6,5,3,6,4,10,4,TRUE
hubot,1.0.6,1.1.0,6,81,2316,738,3054,222,FALSE
hubot,1.1.0,1.1.1,7,3,14,9,23,6,TRUE
hubot,1.1.1,1.1.2,8,1,7,2,9,3,TRUE
hubot,1.1.2,1.1.3,9,2,9,6,15,3,TRUE
hubot,1.1.3,1.1.4,10,9,2402,461,2863,80,TRUE
hubot,1.1.4,1.1.5,11,23,642,209,851,33,FALSE
hubot,1.1.5,1.1.6,12,2,5,5,10,4,TRUE
hubot,1.1.6,1.1.7,13,24,387,172,559,36,FALSE
hubot,1.1.7,1.1.8,14,8,117,84,201,12,TRUE
hubot,1.1.8,1.1.9,15,3,766,61,827,21,TRUE
hubot,1.1.9,1.1.10,16,17,160,165,325,19,FALSE
hubot,1.1.10,1.1.11,17,31,757,428,1185,73,FALSE
hubot,1.1.11,2.0.2,18,83,2571,1615,4186,278,FALSE
hubot,2.0.2,2.0.4,19,3,7,7,14,6,TRUE
hubot,2.0.4,2.0.5,20,10,58,439,497,17,FALSE
hubot,2.0.5,2.0.6,21,9,159,119,278,11,FALSE
hubot,2.0.6,2.0.7,22,6,56,13,69,8,FALSE
hubot,2.0.7,2.1.0,23,17,150,813,963,30,FALSE
